,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry
746,747,013M781303,013M,55.6355263,-63.3266258,194.0,12.0,2.0,4.0,7.0,,190.0,1.7,,12.0,240.0,18.8,50.0,3.6,Routine,013M,55.63542,-63.32747,102.0,1.09,0.3,,,82.6,0.5,,0.38,0.39,205.3,5.8,14.9,0.26,11.86,6.9,3.75,1.7,1.6,2.3,9.58,0.1,,39.0,1.24,,0.06,103.4,5.5,0.5,0.12,202.0,12.02,0.018,0.74,86.04,7.2,0.117,2.72,,24.69,,4.3,2.0,0.16,,1.7,0.7,13.14,0.3,17.5,,1.25,,0.9,0.022,0.13,0.53,3.9,21.0,2.4,34.51,3.35,185.9,0.1,194.0,12.0,4.0,7.0,190.0,1.7,240.0,50.0,3.6,102.0,1.09,82.6,0.5,0.38,0.39,205.3,5.8,14.9,0.26,11.86,6.9,3.75,1.7,1.6,2.3,9.58,39.0,1.24,0.06,103.4,5.5,0.5,0.12,202.0,12.02,0.018,0.74,86.04,7.2,0.117,2.72,24.69,4.3,0.16,1.7,0.7,13.14,17.5,1.25,0.9,0.022,0.13,0.53,3.9,21.0,34.51,3.35,185.9,0.1,POINT (-63.3266258 55.6355263)
747,748,013M781304,013M,55.6476889,-63.3107898,200.0,14.0,2.0,6.0,26.0,,1250.0,7.9,,23.0,390.0,18.2,90.0,4.1,Routine,013M,55.64758,-63.31163,251.0,2.09,0.7,0.7,,188.8,1.1,0.03,0.51,0.54,329.4,29.3,17.0,0.28,15.15,9.98,5.54,2.46,7.57,3.4,13.82,0.2,,113.0,1.84,0.02,0.07,145.2,6.8,0.72,0.16,1345.0,25.2,0.018,1.33,120.01,10.7,0.238,5.31,,34.28,3.0,4.7,6.0,0.62,,3.7,1.2,18.29,0.4,22.0,,1.84,0.03,6.5,0.039,0.38,0.78,4.3,36.0,1.6,46.3,4.99,215.4,0.6,200.0,14.0,6.0,26.0,1250.0,7.9,390.0,90.0,4.1,251.0,2.09,188.8,1.1,0.51,0.54,329.4,29.3,17.0,0.28,15.15,9.98,5.54,2.46,7.57,3.4,13.82,113.0,1.84,0.07,145.2,6.8,0.72,0.16,1345.0,25.2,0.018,1.33,120.01,10.7,0.238,5.31,34.28,4.7,0.62,3.7,1.2,18.29,22.0,1.84,6.5,0.039,0.38,0.78,4.3,36.0,46.3,4.99,215.4,0.6,POINT (-63.3107898 55.6476889)
748,749,013M781305,013M,55.6636141,-63.3268282,184.0,26.0,,8.0,68.0,,4700.0,19.5,,14.0,135.0,28.2,130.0,4.1,First Field Duplicate,013M,55.66351,-63.32767,569.0,2.24,0.8,1.2,,206.5,0.9,0.03,0.24,0.51,439.5,79.1,19.2,0.19,31.12,12.9,6.59,3.27,14.33,3.9,15.99,0.3,,148.0,2.38,0.03,0.03,207.3,1.6,0.92,0.06,5152.0,16.69,0.007,1.18,160.52,14.9,0.262,4.13,,47.05,2.0,2.7,2.0,0.17,,4.5,1.8,23.71,0.2,20.0,,2.21,,9.3,0.028,0.37,0.98,4.6,45.0,0.2,57.79,6.1,187.2,0.5,184.0,26.0,8.0,68.0,4700.0,19.5,135.0,130.0,4.1,569.0,2.24,206.5,0.9,0.24,0.51,439.5,79.1,19.2,0.19,31.12,12.9,6.59,3.27,14.33,3.9,15.99,148.0,2.38,0.03,207.3,1.6,0.92,0.06,5152.0,16.69,0.007,1.18,160.52,14.9,0.262,4.13,47.05,2.7,0.17,4.5,1.8,23.71,20.0,2.21,9.3,0.028,0.37,0.98,4.6,45.0,57.79,6.1,187.2,0.5,POINT (-63.3268282 55.6636141)
749,750,013M781307,013M,55.6900966,-63.3120808,179.0,18.0,,6.0,22.0,,640.0,6.2,,26.0,215.0,17.8,60.0,3.5,Routine,013M,55.68999,-63.31292,236.0,1.52,0.5,0.7,,101.7,0.8,0.1,0.22,0.43,274.1,20.2,16.2,0.31,19.74,7.93,4.17,2.15,5.81,3.3,11.0,0.1,,69.0,1.46,0.03,0.05,132.1,4.5,0.58,0.12,703.0,32.74,0.015,1.01,102.84,10.3,0.197,4.37,,29.69,3.0,5.6,2.0,0.13,,2.9,1.1,15.2,0.3,14.5,,1.44,,3.6,0.031,0.26,0.6,3.3,34.0,0.5,37.72,3.71,189.0,0.3,179.0,18.0,6.0,22.0,640.0,6.2,215.0,60.0,3.5,236.0,1.52,101.7,0.8,0.22,0.43,274.1,20.2,16.2,0.31,19.74,7.93,4.17,2.15,5.81,3.3,11.0,69.0,1.46,0.05,132.1,4.5,0.58,0.12,703.0,32.74,0.015,1.01,102.84,10.3,0.197,4.37,29.69,5.6,0.13,2.9,1.1,15.2,14.5,1.44,3.6,0.031,0.26,0.6,3.3,34.0,37.72,3.71,189.0,0.3,POINT (-63.3120808 55.6900966)
750,751,013M781308,013M,55.730739,-63.2931378,114.0,10.0,,4.0,4.0,,50.0,0.65,,4.0,100.0,27.6,50.0,2.1,Routine,013M,55.73063,-63.29398,72.0,0.45,,2.7,,32.4,,0.05,0.32,0.14,72.7,2.9,12.6,0.19,10.51,2.25,1.06,0.68,0.51,1.3,3.25,,,58.0,0.36,,0.04,38.1,2.9,0.12,0.09,55.0,4.06,0.012,0.56,28.6,6.9,0.056,1.72,,7.86,,3.1,1.0,0.4,,0.8,0.8,4.56,0.1,22.6,,0.38,0.02,0.2,0.015,0.05,0.13,2.3,13.0,0.2,10.04,0.95,117.7,0.1,114.0,10.0,4.0,4.0,50.0,0.65,100.0,50.0,2.1,72.0,0.45,32.4,0.3028932960939481,0.32,0.14,72.7,2.9,12.6,0.19,10.51,2.25,1.06,0.68,0.51,1.3,3.25,58.0,0.36,0.04,38.1,2.9,0.12,0.09,55.0,4.06,0.012,0.56,28.6,6.9,0.056,1.72,7.86,3.1,0.4,0.8,0.8,4.56,22.6,0.38,0.2,0.015,0.05,0.13,2.3,13.0,10.04,0.95,117.7,0.1,POINT (-63.2931378 55.730739)
751,752,013M781309,013M,55.7495797,-63.3047496,122.0,18.0,2.0,8.0,4.0,,70.0,1.15,,3.0,155.0,35.2,70.0,1.3,Routine,013M,55.74947,-63.30559,186.0,0.98,,0.8,,90.2,0.5,0.04,0.3,0.17,118.5,3.5,16.0,0.38,19.34,3.42,1.65,1.09,1.01,2.6,4.46,0.1,,78.0,0.59,,0.08,61.4,5.3,0.21,0.15,87.0,2.9,0.012,1.19,50.62,13.1,0.106,3.11,,13.07,,7.0,,0.29,,1.3,0.7,6.83,0.2,25.6,,0.63,,0.6,0.032,0.09,0.22,1.4,25.0,0.2,16.01,1.42,130.5,0.4,122.0,18.0,8.0,4.0,70.0,1.15,155.0,70.0,1.3,186.0,0.98,90.2,0.5,0.3,0.17,118.5,3.5,16.0,0.38,19.34,3.42,1.65,1.09,1.01,2.6,4.46,78.0,0.59,0.08,61.4,5.3,0.21,0.15,87.0,2.9,0.012,1.19,50.62,13.1,0.106,3.11,13.07,7.0,0.29,1.3,0.7,6.83,25.6,0.63,0.6,0.032,0.09,0.22,1.4,25.0,16.01,1.42,130.5,0.4,POINT (-63.3047496 55.7495797)
752,753,013M781311,013M,55.8088012,-63.4408965,174.0,16.0,2.0,4.0,5.0,,170.0,2.4,,9.0,185.0,26.2,60.0,4.8,Routine,013M,55.80869,-63.44174,151.0,1.07,0.2,0.2,,71.6,0.7,,0.35,0.47,185.2,4.4,9.3,0.24,16.0,8.45,4.61,2.15,2.2,2.7,11.44,0.1,,65.0,1.67,,0.03,111.6,5.2,0.62,0.11,185.0,12.01,0.012,0.72,97.38,6.6,0.126,2.92,,27.4,,4.0,1.0,0.21,,2.4,0.7,14.86,0.3,15.1,,1.51,,1.3,0.021,0.1,0.63,3.2,21.0,0.7,39.97,4.28,201.8,0.1,174.0,16.0,4.0,5.0,170.0,2.4,185.0,60.0,4.8,151.0,1.07,71.6,0.7,0.35,0.47,185.2,4.4,9.3,0.24,16.0,8.45,4.61,2.15,2.2,2.7,11.44,65.0,1.67,0.03,111.6,5.2,0.62,0.11,185.0,12.01,0.012,0.72,97.38,6.6,0.126,2.92,27.4,4.0,0.21,2.4,0.7,14.86,15.1,1.51,1.3,0.021,0.1,0.63,3.2,21.0,39.97,4.28,201.8,0.1,POINT (-63.4408965 55.8088012)
753,754,013M781312,013M,55.8307335,-63.486276,230.0,24.0,,4.0,17.0,,520.0,5.1,,10.0,220.0,30.0,120.0,2.5,Routine,013M,55.83063,-63.48711,333.0,1.92,0.1,0.7,,110.5,0.7,0.03,0.48,0.57,295.0,18.0,11.5,0.2,26.62,12.14,6.72,2.98,4.49,2.9,17.09,0.2,,125.0,2.39,0.03,0.04,148.0,3.2,0.98,0.1,559.0,12.67,0.009,1.15,139.26,7.8,0.268,3.2,,37.6,,3.4,,0.17,,5.4,1.1,22.52,0.2,20.1,,2.25,,2.4,0.023,0.26,1.01,2.8,30.0,0.6,57.99,6.32,250.6,0.2,230.0,24.0,4.0,17.0,520.0,5.1,220.0,120.0,2.5,333.0,1.92,110.5,0.7,0.48,0.57,295.0,18.0,11.5,0.2,26.62,12.14,6.72,2.98,4.49,2.9,17.09,125.0,2.39,0.04,148.0,3.2,0.98,0.1,559.0,12.67,0.009,1.15,139.26,7.8,0.268,3.2,37.6,3.4,0.17,5.4,1.1,22.52,20.1,2.25,2.4,0.023,0.26,1.01,2.8,30.0,57.99,6.32,250.6,0.2,POINT (-63.486276 55.8307335)
754,755,013M781313,013M,55.8396906,-63.5662121,116.0,22.0,2.0,8.0,5.0,,70.0,1.1,,10.0,140.0,31.2,60.0,4.0,Routine,013M,55.83958,-63.56705,134.0,1.13,0.2,0.8,,66.2,0.5,0.02,0.34,0.24,211.9,4.7,11.5,0.2,23.12,7.16,3.53,2.18,0.93,1.8,11.3,0.2,,68.0,1.22,,0.03,108.8,2.3,0.45,0.06,71.0,13.03,0.007,0.79,98.19,12.2,0.061,2.12,,27.09,,3.0,1.0,0.26,,1.1,0.9,15.03,0.1,19.9,,1.35,0.03,0.5,0.016,0.13,0.49,4.6,20.0,0.4,30.07,3.1,123.5,0.2,116.0,22.0,8.0,5.0,70.0,1.1,140.0,60.0,4.0,134.0,1.13,66.2,0.5,0.34,0.24,211.9,4.7,11.5,0.2,23.12,7.16,3.53,2.18,0.93,1.8,11.3,68.0,1.22,0.03,108.8,2.3,0.45,0.06,71.0,13.03,0.007,0.79,98.19,12.2,0.061,2.12,27.09,3.0,0.26,1.1,0.9,15.03,19.9,1.35,0.5,0.016,0.13,0.49,4.6,20.0,30.07,3.1,123.5,0.2,POINT (-63.5662121 55.8396906)
755,756,013M781314,013M,55.8438096,-63.6176627,198.0,24.0,2.0,4.0,14.0,,350.0,8.2,,29.0,440.0,29.0,70.0,9.9,Routine,013M,55.8437,-63.6185,221.0,2.12,0.7,5.1,,85.9,2.0,0.12,0.25,0.53,404.6,16.5,13.2,0.4,26.06,13.01,6.26,3.52,7.21,4.7,17.63,0.3,0.03,90.0,2.4,0.03,0.06,196.7,9.1,0.94,0.12,382.0,40.38,0.008,1.51,156.16,9.7,0.134,5.66,,44.08,,6.7,1.0,0.18,0.03,4.0,1.4,25.31,0.4,11.7,,2.44,,5.5,0.04,0.34,0.99,10.1,32.0,0.3,56.62,6.19,201.2,0.3,198.0,24.0,4.0,14.0,350.0,8.2,440.0,70.0,9.9,221.0,2.12,85.9,2.0,0.25,0.53,404.6,16.5,13.2,0.4,26.06,13.01,6.26,3.52,7.21,4.7,17.63,90.0,2.4,0.06,196.7,9.1,0.94,0.12,382.0,40.38,0.008,1.51,156.16,9.7,0.134,5.66,44.08,6.7,0.18,4.0,1.4,25.31,11.7,2.44,5.5,0.04,0.34,0.99,10.1,32.0,56.62,6.19,201.2,0.3,POINT (-63.6176627 55.8438096)
756,757,013M781315,013M,55.8493425,-63.6679027,120.0,16.0,2.0,2.0,5.0,,230.0,2.4,,26.0,330.0,32.8,50.0,11.0,Routine,013M,55.84923,-63.66874,153.0,1.87,0.2,3.8,,52.9,1.6,0.07,0.34,0.44,325.0,5.2,8.9,0.18,17.05,11.94,5.46,3.1,2.17,2.4,16.63,0.3,,54.0,2.16,,0.03,187.2,4.5,0.77,0.06,231.0,39.03,0.008,0.92,135.95,6.1,0.089,2.97,,40.25,2.0,3.0,3.0,0.27,0.02,2.0,0.9,22.35,0.2,13.1,,2.15,,1.4,0.019,0.06,0.82,12.1,14.0,0.4,52.15,5.68,126.2,0.2,120.0,16.0,2.0,5.0,230.0,2.4,330.0,50.0,11.0,153.0,1.87,52.9,1.6,0.34,0.44,325.0,5.2,8.9,0.18,17.05,11.94,5.46,3.1,2.17,2.4,16.63,54.0,2.16,0.03,187.2,4.5,0.77,0.06,231.0,39.03,0.008,0.92,135.95,6.1,0.089,2.97,40.25,3.0,0.27,2.0,0.9,22.35,13.1,2.15,1.4,0.019,0.06,0.82,12.1,14.0,52.15,5.68,126.2,0.2,POINT (-63.6679027 55.8493425)
757,758,013M781316,013M,55.8499006,-63.7309076,225.0,22.0,,4.0,20.0,,4200.0,15.5,,36.0,190.0,28.2,110.0,6.9,Routine,013M,55.84979,-63.73174,397.0,2.09,0.4,3.2,,326.5,1.5,0.09,0.27,0.65,337.4,27.4,15.6,0.41,27.33,13.27,7.06,3.2,12.01,4.4,18.93,0.4,0.05,124.0,2.43,0.02,0.05,194.2,6.0,1.03,0.09,4621.0,45.42,0.009,0.98,145.71,11.1,0.294,4.67,,42.08,,6.7,3.0,0.22,0.02,4.8,2.2,23.29,0.3,15.5,,2.42,,6.3,0.037,0.38,1.01,7.8,31.0,0.3,63.91,6.87,256.6,0.3,225.0,22.0,4.0,20.0,4200.0,15.5,190.0,110.0,6.9,397.0,2.09,326.5,1.5,0.27,0.65,337.4,27.4,15.6,0.41,27.33,13.27,7.06,3.2,12.01,4.4,18.93,124.0,2.43,0.05,194.2,6.0,1.03,0.09,4621.0,45.42,0.009,0.98,145.71,11.1,0.294,4.67,42.08,6.7,0.22,4.8,2.2,23.29,15.5,2.42,6.3,0.037,0.38,1.01,7.8,31.0,63.91,6.87,256.6,0.3,POINT (-63.7309076 55.8499006)
758,759,013M781317,013M,55.8510692,-63.75901,72.0,14.0,2.0,3.0,4.0,,100.0,1.1,,5.0,240.0,30.2,60.0,4.9,Routine,013M,55.85096,-63.75984,89.0,0.75,,2.4,,80.2,0.5,0.07,0.3,0.37,164.2,4.3,7.7,0.26,13.4,7.85,3.66,1.89,0.94,2.7,9.81,0.2,,70.0,1.35,,0.04,96.8,5.4,0.51,0.09,101.0,6.82,0.011,1.05,80.35,6.7,0.075,2.99,,22.85,,4.2,2.0,0.28,,2.0,1.3,13.15,0.2,15.6,,1.36,,1.3,0.027,0.1,0.52,5.6,14.0,0.2,32.8,3.61,89.1,0.3,72.0,14.0,3.0,4.0,100.0,1.1,240.0,60.0,4.9,89.0,0.75,80.2,0.5,0.3,0.37,164.2,4.3,7.7,0.26,13.4,7.85,3.66,1.89,0.94,2.7,9.81,70.0,1.35,0.04,96.8,5.4,0.51,0.09,101.0,6.82,0.011,1.05,80.35,6.7,0.075,2.99,22.85,4.2,0.28,2.0,1.3,13.15,15.6,1.36,1.3,0.027,0.1,0.52,5.6,14.0,32.8,3.61,89.1,0.3,POINT (-63.75901 55.8510692)
759,760,013M781318,013M,55.8693304,-63.7927971,162.0,24.0,2.0,7.0,24.0,,830.0,6.1,,16.0,275.0,17.4,80.0,5.9,Routine,013M,55.86922,-63.79363,243.0,1.56,0.4,1.3,,100.3,0.9,0.07,0.28,0.58,230.6,22.7,18.1,0.74,23.26,7.05,3.33,1.89,4.66,3.6,8.86,0.2,,98.0,1.2,0.02,0.09,110.6,11.0,0.45,0.18,734.0,17.98,0.012,1.36,87.06,11.6,0.165,4.51,,26.14,,9.3,,0.1,,2.7,1.2,13.59,0.3,12.2,,1.33,,3.6,0.051,0.32,0.46,5.5,34.0,0.4,31.6,3.31,150.8,0.2,162.0,24.0,7.0,24.0,830.0,6.1,275.0,80.0,5.9,243.0,1.56,100.3,0.9,0.28,0.58,230.6,22.7,18.1,0.74,23.26,7.05,3.33,1.89,4.66,3.6,8.86,98.0,1.2,0.09,110.6,11.0,0.45,0.18,734.0,17.98,0.012,1.36,87.06,11.6,0.165,4.51,26.14,9.3,0.1,2.7,1.2,13.59,12.2,1.33,3.6,0.051,0.32,0.46,5.5,34.0,31.6,3.31,150.8,0.2,POINT (-63.7927971 55.8693304)
760,761,013M781319,013M,55.8720658,-63.8087705,148.0,26.0,2.0,7.0,9.0,,170.0,2.6,,13.0,410.0,22.2,70.0,6.3,Routine,013M,55.87196,-63.8096,130.0,1.81,0.2,1.9,,116.1,0.9,0.07,0.35,0.55,203.1,8.9,19.9,0.73,28.87,7.51,3.77,1.99,2.37,3.7,9.65,0.2,,84.0,1.34,0.02,0.09,101.9,9.6,0.51,0.17,168.0,17.17,0.014,1.58,89.81,11.8,0.084,4.44,,26.02,,8.4,,0.15,,2.4,1.6,15.36,0.3,19.1,,1.45,,1.5,0.045,0.13,0.55,6.5,41.0,0.4,34.05,3.54,154.0,0.2,148.0,26.0,7.0,9.0,170.0,2.6,410.0,70.0,6.3,130.0,1.81,116.1,0.9,0.35,0.55,203.1,8.9,19.9,0.73,28.87,7.51,3.77,1.99,2.37,3.7,9.65,84.0,1.34,0.09,101.9,9.6,0.51,0.17,168.0,17.17,0.014,1.58,89.81,11.8,0.084,4.44,26.02,8.4,0.15,2.4,1.6,15.36,19.1,1.45,1.5,0.045,0.13,0.55,6.5,41.0,34.05,3.54,154.0,0.2,POINT (-63.8087705 55.8720658)
761,762,013M781320,013M,55.8857887,-63.7369533,126.0,18.0,,4.0,5.0,,180.0,2.8,,33.0,410.0,25.4,50.0,9.7,Routine,013M,55.88568,-63.73779,237.0,1.75,,1.0,,62.8,1.0,0.04,0.28,0.37,307.7,5.7,12.3,0.31,19.18,8.93,4.23,2.59,2.47,3.1,13.21,0.3,,67.0,1.56,,0.05,178.4,4.7,0.63,0.08,188.0,47.37,0.007,0.87,121.92,7.1,0.143,3.69,,36.75,,4.4,,0.2,,1.6,1.0,18.15,0.2,12.6,,1.71,,1.3,0.023,0.13,0.65,10.6,18.0,0.4,42.0,4.31,133.5,,126.0,18.0,4.0,5.0,180.0,2.8,410.0,50.0,9.7,237.0,1.75,62.8,1.0,0.28,0.37,307.7,5.7,12.3,0.31,19.18,8.93,4.23,2.59,2.47,3.1,13.21,67.0,1.56,0.05,178.4,4.7,0.63,0.08,188.0,47.37,0.007,0.87,121.92,7.1,0.143,3.69,36.75,4.4,0.2,1.6,1.0,18.15,12.6,1.71,1.3,0.023,0.13,0.65,10.6,18.0,42.0,4.31,133.5,0.6874434544109143,POINT (-63.7369533 55.8857887)
762,763,013M781322,013M,55.8832425,-63.6683084,142.0,20.0,,6.0,5.0,,140.0,1.85,,9.0,310.0,26.2,60.0,8.0,Routine,013M,55.88313,-63.66914,189.0,1.52,,0.8,,69.1,1.2,0.04,0.33,0.29,308.9,5.5,12.8,0.38,25.23,8.37,4.21,2.56,1.62,3.3,11.64,0.2,0.02,71.0,1.51,0.02,0.06,153.6,6.5,0.56,0.11,143.0,12.48,0.011,1.53,114.87,11.0,0.102,4.34,,33.42,,6.3,,0.2,,2.3,0.7,17.96,0.3,14.8,,1.67,,2.3,0.038,0.16,0.58,5.2,19.0,0.4,37.67,3.83,145.8,0.3,142.0,20.0,6.0,5.0,140.0,1.85,310.0,60.0,8.0,189.0,1.52,69.1,1.2,0.33,0.29,308.9,5.5,12.8,0.38,25.23,8.37,4.21,2.56,1.62,3.3,11.64,71.0,1.51,0.06,153.6,6.5,0.56,0.11,143.0,12.48,0.011,1.53,114.87,11.0,0.102,4.34,33.42,6.3,0.2,2.3,0.7,17.96,14.8,1.67,2.3,0.038,0.16,0.58,5.2,19.0,37.67,3.83,145.8,0.3,POINT (-63.6683084 55.8832425)
763,764,013M781323,013M,55.8755819,-63.6283476,116.0,20.0,,7.0,4.0,,70.0,1.0,,9.0,125.0,37.0,60.0,4.2,Routine,013M,55.87547,-63.62918,226.0,1.36,,1.6,,76.1,0.7,0.04,0.3,0.29,260.6,3.9,10.6,0.25,26.49,7.79,3.67,2.31,0.85,2.2,11.35,0.2,,92.0,1.28,,0.04,138.4,2.7,0.53,0.06,73.0,12.26,0.006,1.03,100.41,12.8,0.074,2.54,,29.79,,3.7,,0.28,,1.3,0.9,15.15,0.1,20.4,,1.53,,0.6,0.018,0.1,0.53,4.7,17.0,0.2,34.58,3.38,125.6,0.2,116.0,20.0,7.0,4.0,70.0,1.0,125.0,60.0,4.2,226.0,1.36,76.1,0.7,0.3,0.29,260.6,3.9,10.6,0.25,26.49,7.79,3.67,2.31,0.85,2.2,11.35,92.0,1.28,0.04,138.4,2.7,0.53,0.06,73.0,12.26,0.006,1.03,100.41,12.8,0.074,2.54,29.79,3.7,0.28,1.3,0.9,15.15,20.4,1.53,0.6,0.018,0.1,0.53,4.7,17.0,34.58,3.38,125.6,0.2,POINT (-63.6283476 55.8755819)
764,765,013M781324,013M,55.8738614,-63.5444937,160.0,36.0,,10.0,14.0,,210.0,3.3,1.0,24.0,290.0,24.0,60.0,14.1,Routine,013M,55.87375,-63.54533,112.0,1.05,1.0,1.3,,143.3,0.8,0.03,0.67,0.32,277.7,16.8,13.9,0.55,41.21,11.4,5.87,3.51,3.08,3.3,16.31,0.3,0.04,67.0,2.07,,0.13,176.2,11.4,0.88,0.2,227.0,27.12,0.022,1.96,147.39,15.8,0.079,3.5,,40.51,3.0,11.1,11.0,2.72,,5.3,0.9,24.09,0.3,29.1,,2.28,,8.6,0.057,0.35,0.81,14.8,18.0,1.0,57.14,5.75,189.6,1.0,160.0,36.0,10.0,14.0,210.0,3.3,290.0,60.0,14.1,112.0,1.05,143.3,0.8,0.67,0.32,277.7,16.8,13.9,0.55,41.21,11.4,5.87,3.51,3.08,3.3,16.31,67.0,2.07,0.13,176.2,11.4,0.88,0.2,227.0,27.12,0.022,1.96,147.39,15.8,0.079,3.5,40.51,11.1,2.72,5.3,0.9,24.09,29.1,2.28,8.6,0.057,0.35,0.81,14.8,18.0,57.14,5.75,189.6,1.0,POINT (-63.5444937 55.8738614)
765,766,013M781325,013M,55.8743848,-63.4995429,100.0,10.0,,2.0,8.0,,170.0,2.8,1.0,5.0,105.0,22.4,50.0,2.3,Routine,013M,55.87428,-63.50038,82.0,0.61,0.6,1.6,,59.4,0.3,,0.17,0.32,92.1,8.2,6.8,0.27,10.7,3.89,2.07,0.93,2.44,1.7,4.73,0.1,0.04,61.0,0.71,,0.04,48.4,4.0,0.35,0.05,176.0,7.33,0.005,0.75,41.89,5.5,0.058,1.9,,11.78,,4.6,,0.25,0.02,3.0,0.8,7.04,0.2,9.1,,0.69,,6.3,0.023,0.11,0.28,2.5,17.0,,19.64,2.1,106.0,1.0,100.0,10.0,2.0,8.0,170.0,2.8,105.0,50.0,2.3,82.0,0.61,59.4,0.3,0.17,0.32,92.1,8.2,6.8,0.27,10.7,3.89,2.07,0.93,2.44,1.7,4.73,61.0,0.71,0.04,48.4,4.0,0.35,0.05,176.0,7.33,0.005,0.75,41.89,5.5,0.058,1.9,11.78,4.6,0.25,3.0,0.8,7.04,9.1,0.69,6.3,0.023,0.11,0.28,2.5,17.0,19.64,2.1,106.0,1.0,POINT (-63.4995429 55.8743848)
766,767,013M781326,013M,55.8539568,-63.4939777,146.0,18.0,,2.0,5.0,,300.0,1.4,,5.0,205.0,20.6,50.0,2.0,Routine,013M,55.85385,-63.49482,205.0,1.16,0.2,1.2,,121.5,0.4,,0.37,0.42,185.5,5.0,7.5,0.23,18.51,8.15,4.07,1.74,1.33,2.7,11.06,0.1,,86.0,1.39,0.02,0.05,84.0,5.1,0.58,0.09,280.0,6.38,0.013,0.64,77.24,5.1,0.227,2.15,,21.55,,4.1,3.0,0.38,,2.5,0.6,13.86,0.2,20.3,,1.43,,0.7,0.02,0.14,0.57,2.3,15.0,0.4,34.37,3.69,151.3,,146.0,18.0,2.0,5.0,300.0,1.4,205.0,50.0,2.0,205.0,1.16,121.5,0.4,0.37,0.42,185.5,5.0,7.5,0.23,18.51,8.15,4.07,1.74,1.33,2.7,11.06,86.0,1.39,0.05,84.0,5.1,0.58,0.09,280.0,6.38,0.013,0.64,77.24,5.1,0.227,2.15,21.55,4.1,0.38,2.5,0.6,13.86,20.3,1.43,0.7,0.02,0.14,0.57,2.3,15.0,34.37,3.69,151.3,0.584752582270438,POINT (-63.4939777 55.8539568)
767,768,013M781327,013M,55.8510048,-63.4770252,90.0,22.0,2.0,4.0,7.0,,650.0,2.8,,12.0,415.0,5.2,30.0,4.6,First Field Duplicate,013M,55.8509,-63.47787,119.0,1.16,0.6,1.2,,76.7,0.4,0.04,0.35,0.19,195.8,7.6,16.6,0.68,27.33,6.96,3.19,1.6,2.74,3.9,8.66,0.1,,34.0,1.14,0.02,0.14,78.4,15.1,0.44,0.23,705.0,14.07,0.016,1.45,68.32,8.2,0.207,4.35,,18.75,,13.0,,0.05,,3.9,0.5,11.41,0.5,10.6,,1.25,,6.0,0.071,0.13,0.46,4.2,30.0,0.4,30.0,3.12,106.2,0.4,90.0,22.0,4.0,7.0,650.0,2.8,415.0,30.0,4.6,119.0,1.16,76.7,0.4,0.35,0.19,195.8,7.6,16.6,0.68,27.33,6.96,3.19,1.6,2.74,3.9,8.66,34.0,1.14,0.14,78.4,15.1,0.44,0.23,705.0,14.07,0.016,1.45,68.32,8.2,0.207,4.35,18.75,13.0,0.05,3.9,0.5,11.41,10.6,1.25,6.0,0.071,0.13,0.46,4.2,30.0,30.0,3.12,106.2,0.4,POINT (-63.4770252 55.8510048)
