,Unnamed: 0.1,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry,CLR(Imputed New Ag),CLR(Imputed New Al),CLR(Imputed New Ba),CLR(Imputed New Be),CLR(Imputed New Ca),CLR(Imputed New Cd),CLR(Imputed New Ce),CLR(Imputed New Co),CLR(Imputed New Cr),CLR(Imputed New Cs),CLR(Imputed New Cu),CLR(Imputed New Dy),CLR(Imputed New Er),CLR(Imputed New Eu),CLR(Imputed New Fe),CLR(Imputed New Ga),CLR(Imputed New Gd),CLR(Imputed New Hg),CLR(Imputed New Ho),CLR(Imputed New K),CLR(Imputed New La),CLR(Imputed New Li),CLR(Imputed New Lu),CLR(Imputed New Mg),CLR(Imputed New Mn),CLR(Imputed New Mo),CLR(Imputed New Na),CLR(Imputed New Nb),CLR(Imputed New Nd),CLR(Imputed New Ni),CLR(Imputed New P),CLR(Imputed New Pb),CLR(Imputed New Pr),CLR(Imputed New Rb),CLR(Imputed New S),CLR(Imputed New Sc),CLR(Imputed New Se),CLR(Imputed New Sm),CLR(Imputed New Sr),CLR(Imputed New Tb),CLR(Imputed New Th),CLR(Imputed New Ti),CLR(Imputed New Tl),CLR(Imputed New Tm),CLR(Imputed New U),CLR(Imputed New V),CLR(Imputed New Y),CLR(Imputed New Yb),CLR(Imputed New Zn),CLR(Imputed New Zr)
2178,2178,2179,014D783371,014D,56.7292701,-63.359797,102.0,72.0,4.0,21.0,12.0,,220.0,2.9,,,470.0,19.6,50.0,3.1,Routine,014D,56.72915,-63.36068,190.0,2.33,,1.4,,155.2,0.8,0.05,0.36,0.24,175.5,12.2,47.1,0.89,87.16,4.44,2.53,1.75,3.24,8.3,6.36,0.2,0.05,51.0,0.87,,0.28,96.7,14.9,0.34,0.79,251.0,1.68,0.015,2.73,76.83,32.3,0.161,8.03,12.0,23.43,,30.0,1.0,0.13,,6.1,0.7,11.38,0.7,16.7,,0.91,,10.1,0.188,0.24,0.31,3.3,71.0,0.2,20.59,2.13,114.6,2.5,102.0,72.0,21.0,12.0,220.0,2.9,470.0,50.0,3.1,190.0,23300.0,155.2,0.8,3600.0,0.24,175.5,12.2,47.1,0.89,87.16,4.44,2.53,1.75,32400.000000000004,8.3,6.36,51.0,0.87,2800.0000000000005,96.7,14.9,0.34,7900.0,251.0,1.68,150.0,2.73,76.83,32.3,1610.0,8.03,23.43,30.0,1300.0,6.1,0.7,11.38,16.7,0.91,10.1,1880.0,0.24,0.31,3.3,71.0,20.59,2.13,114.6,2.5,POINT (-63.359797 56.7292701),2.070828080542328,6.880012647935634,1.8685186161309602,-3.399339542932368,5.012493132826044,-4.603312347258304,1.9914430512877623,-0.6747600398789472,0.676077009404214,-3.29272980787411,1.2915495184582608,-1.6855416151740248,-2.247976688878729,-2.6165802036827355,7.209717710162263,-1.0599404768156058,-1.3261676142661274,0.7556296411061677,-3.315458058951666,4.761178704545137,1.3954174108410906,-0.4748347786667446,-4.255005652990088,5.798422046836955,2.349256947513626,-2.6574021982029907,1.8344393024780976,-2.1718943824212897,1.1653991972613855,0.29887123861045256,4.207793466360351,-1.0930114636594879,-0.022178739098453876,0.22500139004399722,3.99392355183147,-1.3679072204388925,-3.5328709355568906,-0.7443385629199732,-0.3607872721954488,-3.2705066710893993,-0.8636605677709445,4.362831064205837,-4.603312347258304,-4.347378973121104,-1.9822735231457236,1.0864838854231573,-0.15139047057846006,-2.4200740118968245,1.565251812662481,-2.259905259744003
2179,2179,2180,014D783372,014D,56.7190417,-63.4496262,94.0,50.0,4.0,24.0,10.0,,140.0,1.95,,6.0,250.0,21.8,60.0,3.8,Routine,014D,56.71892,-63.4505,127.0,2.35,,1.2,,135.5,1.4,0.04,0.29,0.4,474.8,10.3,44.5,0.75,52.78,8.67,3.64,4.21,2.04,6.2,16.07,0.2,0.02,58.0,1.4,,0.22,243.5,15.0,0.32,0.62,176.0,5.65,0.012,2.46,224.51,33.5,0.096,7.63,,60.54,,22.7,3.0,0.25,0.02,5.3,0.6,30.85,0.4,26.3,,2.14,0.04,8.0,0.156,0.2,0.43,3.6,58.0,,33.56,2.44,97.9,1.2,94.0,50.0,24.0,10.0,140.0,1.95,250.0,60.0,3.8,127.0,23500.0,135.5,1.4,2900.0,0.4,474.8,10.3,44.5,0.75,52.78,8.67,3.64,4.21,20400.0,6.2,16.07,58.0,1.4,2200.0,243.5,15.0,0.32,6200.0,176.0,5.65,120.0,2.46,224.51,33.5,960.0,7.63,60.54,22.7,2500.0,5.3,0.6,30.85,26.3,2.14,8.0,1560.0,0.2,0.43,3.6,58.0,33.56,2.44,97.9,1.2,POINT (-63.4496262 56.7190417),1.5230940266382103,6.743662640311869,1.5878785804993747,-2.984620823199168,4.651372956154185,-4.237383791694536,2.841800602915132,-0.9889491645847909,0.4743961293518135,-3.6087751322721617,0.6450392712547971,-1.1612242690279304,-2.0291093781717318,-1.883630412126091,6.602197120011927,-1.4965437677693352,-0.5441388800709597,0.7393499507260383,-2.984620823199168,4.375119579526026,2.1740238827022638,-0.613042858718171,-4.460527343008746,5.411211511212802,1.8493909352177709,-1.5894375146620314,1.4663986829616649,-2.4209317098761094,2.092827189799743,0.1904523790106398,3.545840224641501,-1.2890052145240154,0.7822112437731915,-0.19872813533302403,4.502952951035911,-1.6533862392623049,-3.831918683586372,0.10804369053101583,-0.051524120636662084,-2.5602872307866207,-1.2416515181405452,4.031348040423202,-4.9305309722544814,-4.16506313011491,-2.0401592143583165,0.7393499507260383,0.19224182177862442,-2.4290950205152706,1.2628534897160837,-3.1387715030264265
2180,2180,2181,014D783373,014D,56.2533265,-62.7783562,118.0,56.0,2.0,44.0,33.0,,60.0,2.8,,6.0,130.0,39.4,90.0,1.9,Routine,014D,56.25321,-62.77922,157.0,0.89,,0.4,,71.9,0.1,0.02,0.5,0.48,72.4,33.3,13.2,0.11,61.82,3.52,2.36,1.39,2.9,1.7,5.24,,,98.0,0.81,,0.03,46.4,2.3,0.34,0.14,60.0,6.22,0.008,1.03,44.74,61.1,0.04,3.91,,12.67,,2.2,8.0,3.23,0.02,4.2,1.0,7.08,0.2,28.9,,0.71,,2.2,0.03,0.19,0.29,1.7,14.0,,20.22,1.95,125.7,0.5,118.0,56.0,44.0,33.0,60.0,2.8,130.0,90.0,1.9,157.0,8900.0,71.9,0.1,5000.0,0.48,72.4,33.3,13.2,0.11,61.82,3.52,2.36,1.39,29000.0,1.7,5.24,98.0,0.81,300.0,46.4,2.3,0.34,1400.0000000000002,60.0,6.22,80.0,1.03,44.74,61.1,400.0,3.91,12.67,2.2,32300.0,4.2,1.0,7.08,28.9,0.71,2.2,300.0,0.19,0.29,1.7,14.0,20.22,1.95,125.7,0.5,POINT (-62.7783562 56.2533265),2.4098885397968517,6.447449290168775,1.6289189991755446,-4.948942358545502,5.870835925864781,-3.3803264406316567,1.6358490338402143,0.8592001314349417,-0.0661404359591314,-4.853632178741178,1.4778696711525137,-1.3878962759414508,-1.7876956465139378,-2.3170535184088563,7.628693843417155,-2.115729014489286,-0.9900357672185056,1.9386102131191154,-2.857078296867109,3.0574252091047445,1.190942193680753,-1.8134481426163527,-3.7251669269233862,4.597870250051893,1.4479872966706444,-0.8185873588003685,1.7356693691224252,-2.616798463309912,1.1545106905105271,1.4661546006260933,3.3451072815565257,-1.282819891554182,-0.10712027121840874,-1.8578999051871863,7.736465243659292,-1.211272740262134,-2.6463572655514565,-0.6890833578458281,0.7174843295669299,-2.9888475744982324,-1.8578999051871863,3.0574252091047445,-4.307088472373107,-3.8842316215530737,-2.115729014489286,-0.007299935936197787,0.3603149480408689,-1.978527892975801,2.187540850044745,-3.339504446111402
2181,2181,2182,014D783374,014D,56.6881147,-63.5768876,76.0,32.0,2.0,14.0,10.0,,160.0,2.2,,3.0,320.0,18.8,40.0,2.6,Routine,014D,56.68799,-63.57776,69.0,1.36,0.3,0.8,,74.8,0.6,0.11,0.3,0.19,73.1,9.4,28.3,1.12,33.72,2.77,1.5,0.83,2.27,4.1,3.71,0.1,0.02,33.0,0.55,0.02,0.2,41.9,13.8,0.2,0.4,173.0,2.75,0.028,1.91,34.65,20.4,0.064,4.85,,9.45,,18.7,,0.19,0.02,3.5,0.5,5.02,0.5,16.5,,0.54,0.02,3.6,0.096,0.18,0.19,2.2,40.0,0.3,13.49,1.23,77.8,0.6,76.0,32.0,14.0,10.0,160.0,2.2,320.0,40.0,2.6,69.0,13600.000000000002,74.8,0.6,3000.0,0.19,73.1,9.4,28.3,1.12,33.72,2.77,1.5,0.83,22700.0,4.1,3.71,33.0,0.55,2000.0,41.9,13.8,0.2,4000.0,173.0,2.75,280.0,1.91,34.65,20.4,640.0,4.85,9.45,18.7,1900.0,3.5,0.5,5.02,16.5,0.54,3.6,960.0,0.18,0.19,2.2,40.0,13.49,1.23,77.8,0.6,POINT (-63.5768876 56.6881147),1.5345659814420627,6.818284548568947,1.6152773618252347,-3.2103661469211873,5.30682704449505,-4.360271729976848,1.592287843600536,-0.45883083387923845,0.6433212814939953,-2.5862118378481935,0.818550609978458,-1.6806932029559496,-2.294075415047032,-2.8858701013466903,7.3305796803142975,-1.2885535494449347,-1.388508646535853,0.7969670383112835,-3.297377523910817,4.901361936386886,1.0357453037728952,-0.07487193099203766,-4.308978435589297,5.594509116946831,2.453751071342582,-1.6879396114767167,2.935249080014053,-2.0524372810966582,0.8457572024807154,0.31599437769497396,3.7619276531985206,-1.120561818205805,-0.45352578164954543,0.2289830007053441,4.850068641999335,-1.4467775546598287,-3.3926877037151417,-1.086110589451559,0.10381985775133813,-3.3157266625790136,-1.4186066776931325,4.167392761306685,-4.414338951247124,-4.360271729976848,-1.9110831627909266,0.9893389309587396,-0.09759185293553223,-2.4925263537708706,1.6546009080291493,-3.2103661469211873
2182,2182,2183,014D783375,014D,56.6806741,-63.5944343,48.0,20.0,3.0,10.0,6.0,,140.0,1.15,,,400.0,5.6,30.0,2.5,Routine,014D,56.68055,-63.59531,48.0,1.14,0.6,0.2,,103.7,0.4,0.11,0.42,0.1,65.1,7.9,26.0,1.23,25.05,2.42,1.2,0.67,1.35,4.3,3.3,,0.03,24.0,0.45,,0.26,34.6,14.0,0.15,0.41,184.0,1.5,0.036,2.06,27.85,19.5,0.093,5.24,,7.91,,23.4,,0.05,,3.5,0.2,4.39,0.5,18.8,,0.49,,7.3,0.112,0.18,0.16,2.0,34.0,0.2,12.11,1.02,56.7,1.6,48.0,20.0,10.0,6.0,140.0,1.15,400.0,30.0,2.5,48.0,11399.999999999998,103.7,0.4,4200.0,0.1,65.1,7.9,26.0,1.23,25.05,2.42,1.2,0.67,13500.0,4.3,3.3,24.0,0.45,2600.0,34.6,14.0,0.15,4100.0,184.0,1.5,360.0,2.06,27.85,19.5,930.0,5.24,7.91,23.4,500.0,3.5,0.2,4.39,18.8,0.49,7.3,1120.0,0.18,0.16,2.0,34.0,12.11,1.02,56.7,1.6,POINT (-63.5944343 56.6806741),1.2695601424713574,6.7397277659460535,2.039861246798948,-3.5179316003106886,5.741198935834927,-4.904225961430579,1.57428368077799,-0.5347781089635576,0.6564556695849486,-2.3946266990522074,0.6192329590943403,-1.7178733282679386,-2.419319311642579,-3.0021184350336587,6.9088040959899875,-1.1430258457370168,-1.407718399964099,0.5764129619114121,-3.4001485646543053,5.2616258555730395,0.9422128136271452,0.037416461178725054,-4.498760853322415,5.717101384255866,2.6132948891724523,-2.196175760328369,3.2844631630136223,-1.8789348856350438,0.7251920979367595,0.3687735971331677,4.233543717710768,-0.9453193701035826,-0.533513086656971,0.5510951539271222,3.6129672299856583,-1.3488778999411655,-4.211078780870634,-1.1223116413494536,0.3322160013993701,-3.3149907563139984,-0.6137665202821881,4.419443095852607,-4.31643929652846,-4.434222332184843,-1.9084936878765881,0.9247196561796278,-0.10760931087153261,-2.5818382411403538,1.436133342297173,-2.131637239190798
2183,2183,2184,014D783376,014D,56.6854985,-63.6934012,82.0,36.0,4.0,18.0,10.0,,200.0,2.0,,,400.0,13.0,20.0,3.4,Routine,014D,56.68538,-63.69427,71.0,1.93,0.2,1.0,,145.1,0.5,0.14,0.32,0.24,87.7,9.2,35.9,1.8,40.63,2.99,1.52,0.92,2.17,6.0,4.3,0.1,0.03,23.0,0.56,,0.41,48.0,19.6,0.19,0.62,236.0,1.31,0.032,2.58,39.48,29.1,0.058,7.14,,11.24,,33.9,,0.14,0.02,4.7,0.3,5.61,0.6,16.2,,0.6,,5.8,0.147,0.24,0.23,3.0,51.0,0.2,14.47,1.29,85.5,1.4,82.0,36.0,18.0,10.0,200.0,2.0,400.0,20.0,3.4,71.0,19300.0,145.1,0.5,3200.0,0.24,87.7,9.2,35.9,1.8,40.63,2.99,1.52,0.92,21700.0,6.0,4.3,23.0,0.56,4100.0,48.0,19.6,0.19,6200.0,236.0,1.31,320.0,2.58,39.48,29.1,580.0,7.14,11.24,33.9,1400.0000000000002,4.7,0.3,5.61,16.2,0.6,5.8,1470.0,0.24,0.23,3.0,51.0,14.47,1.29,85.5,1.4,POINT (-63.6934012 56.6854985),1.3959909237453951,7.001171421597057,2.1107342065942216,-3.5598361338558657,5.204217135491898,-4.293805308936066,1.607232946082217,-0.6474854692409256,0.7140483421983128,-2.2789022883938013,0.8378177567037153,-1.7714155658933253,-2.4479786184377352,-2.950070562234971,7.11837858623263,-1.0749294840678651,-1.4080739305964036,0.26880526263322935,-3.446507448548862,5.4520532993964785,1.0045120576119708,0.10884061294055128,-4.527420160117571,5.865615617737262,2.5971428517296897,-2.59666181608286,2.901632042497852,-1.9188995543623941,0.8091052612693607,0.5040492208815267,3.4963391502445447,-0.9009761769444272,-0.4472101088303752,0.6567260610904843,4.37753856230743,-1.3191264445799074,-4.070661757621856,-1.142138233761315,-0.08167771105758191,-3.377514577061911,-1.1088310357435467,4.426328726476862,-4.293805308936066,-4.336364923354862,-1.7680766646278105,1.0651366794284056,-0.19461141265252774,-2.6120467349223393,1.5818274226467943,-2.5302167166747074
2184,2184,2185,014D783377,014D,56.6857464,-63.7115418,80.0,50.0,4.0,19.0,9.0,,180.0,2.0,,2.0,370.0,13.6,30.0,4.4,Routine,014D,56.68563,-63.71241,94.0,2.01,0.7,1.1,,161.9,0.5,0.15,0.37,0.3,101.9,8.2,37.1,1.89,52.14,3.69,1.99,1.11,2.2,5.7,5.09,0.1,0.03,37.0,0.68,,0.39,61.0,17.9,0.24,0.58,200.0,1.74,0.039,2.5,50.48,28.2,0.067,6.81,,15.01,,36.7,,0.12,0.02,5.6,0.4,7.41,0.7,19.6,,0.74,,7.4,0.138,0.23,0.29,3.9,51.0,0.2,18.91,1.61,83.3,1.8,80.0,50.0,19.0,9.0,180.0,2.0,370.0,30.0,4.4,94.0,20099.999999999996,161.9,0.5,3700.0,0.3,101.9,8.2,37.1,1.89,52.14,3.69,1.99,1.11,22000.0,5.7,5.09,37.0,0.68,3900.0,61.0,17.9,0.24,5800.0,200.0,1.74,390.0,2.5,50.48,28.2,670.0,6.81,15.01,36.7,1200.0,5.6,0.4,7.41,19.6,0.74,7.4,1380.0000000000002,0.23,0.29,3.9,51.0,18.91,1.61,83.3,1.8,POINT (-63.7115418 56.6857464),1.5526541504167068,6.91783446219387,2.0963382288302923,-3.6837878124132426,5.225447466779019,-4.1946134361792335,1.633351308375382,-0.8865064775830899,0.6229763377600922,-2.3540638027817464,0.9632917766520585,-1.6850141738008613,-2.3025059931168963,-2.886280616529054,7.008157100487156,-1.2501744570127928,-1.3633628012908658,0.6202772807909273,-3.3763031126652816,5.2780912002644405,1.120233232320014,-0.10583991900658794,-4.417756987493443,5.674972564681213,2.3076767346947396,-2.4367555186268595,2.975506107270395,-2.074349899979142,0.9309365863796604,0.3486813460907706,3.5166370805317144,-1.0722485116918763,-0.28192398620792664,0.6121361232072274,4.099436203922794,-1.2678740341121937,-3.9069313637274523,-0.9878101925453017,-0.015111065616825604,-3.291745724637219,-0.989160631643173,4.239198146297953,-4.460316601912239,-4.228514987854915,-1.6296640787176964,0.9411850008710286,-0.050949749182931006,-2.5144064528569254,1.4318079173194997,-2.402853966951178
2185,2185,2186,014D783378,014D,56.7188741,-63.6903224,78.0,40.0,8.0,18.0,12.0,,220.0,2.0,,,450.0,13.4,30.0,2.9,Routine,014D,56.71875,-63.69119,55.0,1.41,0.5,,,75.6,0.5,0.08,0.4,0.22,80.3,11.8,31.0,0.88,44.62,2.23,0.99,0.83,2.12,5.6,3.63,0.1,0.03,34.0,0.38,0.02,0.19,53.0,21.2,0.11,0.71,268.0,1.97,0.029,2.52,39.86,26.6,0.098,10.47,,11.76,,17.2,,0.07,0.03,3.0,0.7,5.46,0.5,22.3,,0.45,,4.9,0.151,0.18,0.13,2.6,46.0,0.2,9.91,0.76,82.1,1.2,78.0,40.0,18.0,12.0,220.0,2.0,450.0,30.0,2.9,55.0,14100.0,75.6,0.5,4000.0,0.22,80.3,11.8,31.0,0.88,44.62,2.23,0.99,0.83,21200.0,5.6,3.63,34.0,0.38,1900.0,53.0,21.2,0.11,7100.0,268.0,1.97,290.0,2.52,39.86,26.6,980.0,10.47,11.76,17.2,700.0000000000001,3.0,0.7,5.46,22.3,0.45,4.9,1510.0,0.18,0.13,2.6,46.0,9.91,0.76,82.1,1.2,POINT (-63.6903224 56.7188741),1.2568611496034283,6.803458040737217,1.5749842475564446,-3.443619216188988,5.543577604472985,-4.264599768258818,1.6352975853236733,-0.28237250415742354,0.6835151688561036,-2.8783054071389276,1.047710153375344,-1.9484704501570151,-2.760522371482544,-2.936801613820536,7.211284425031061,-1.027705437887939,-1.4612393873522833,0.7758884889871188,-3.7180560618907483,4.799137129525489,1.219819877923079,0.3035291460489241,-4.957746948818763,6.117378027400364,2.840514944881814,-2.0724384928791455,2.919408887351477,-1.8262131341057106,0.934901279155606,0.5304391801586108,4.137080536035575,-0.40195801074659704,-0.28576809315856183,0.09443734819036467,3.800608299414362,-1.6518597469609329,-3.107146979567775,-1.0530232458722288,0.3541146428370304,-3.5489797318468144,-1.1612368305124616,4.569392894179927,-4.4652704637209695,-4.790692864155598,-1.7949605906016062,1.0781693608600524,-0.45692768728714594,-3.024908881330803,1.6574659808293397,-2.568150478835088
2186,2186,2187,014D783379,014D,56.7230261,-63.7263961,76.0,36.0,4.0,18.0,12.0,,220.0,2.4,,,500.0,11.4,20.0,3.1,Routine,014D,56.72291,-63.72727,40.0,1.35,0.2,1.2,,77.8,0.6,0.06,0.47,0.2,81.9,12.6,33.1,0.8,43.97,2.27,1.21,0.88,2.65,6.3,4.32,0.1,0.03,22.0,0.4,0.02,0.17,57.0,18.5,0.12,0.75,266.0,2.09,0.035,2.33,44.88,28.8,0.124,7.14,,12.86,,16.4,,0.06,0.04,3.3,0.3,6.18,0.6,27.2,,0.54,,4.7,0.159,0.16,0.17,2.7,54.0,0.2,12.26,0.93,80.5,1.6,76.0,36.0,18.0,12.0,220.0,2.4,500.0,20.0,3.1,40.0,13500.0,77.8,0.6,4700.0,0.2,81.9,12.6,33.1,0.8,43.97,2.27,1.21,0.88,26500.0,6.3,4.32,22.0,0.4,1700.0000000000002,57.0,18.5,0.12,7500.0,266.0,2.09,350.00000000000006,2.33,44.88,28.8,1240.0,7.14,12.86,16.4,600.0,3.3,0.3,6.18,27.2,0.54,4.7,1590.0,0.16,0.17,2.7,54.0,12.26,0.93,80.5,1.6,POINT (-63.7263961 56.7230261),0.9139182775151992,6.735483787827784,1.5791802545856088,-3.2857868003647277,5.680356611099413,-4.384399089032837,1.6305378142602867,-0.24126436264130488,0.7245721057842802,-2.998104727912947,1.0085464065939815,-1.9551813451054258,-2.584340816990087,-2.902794548108622,7.409938835375576,-0.9344115432012502,-1.311705774342718,0.31608127675957876,-3.6912519084728923,4.66342235344557,1.268090091235813,0.1428095554855421,-4.895224712798828,6.147697122925664,2.808535132182962,-2.0377971106220176,3.0829719778847227,-1.929092909021128,1.0290310846157038,0.5854142105431632,4.347905482000345,-0.8092484002472442,-0.2208394577892638,0.02232015823141556,3.6219684786174096,-1.5810387081263026,-3.978933980924673,-0.9536429051291377,0.5282557967032145,-3.391147316022554,-1.2273986678827242,4.59652811861554,-4.607542640347047,-4.546918018530612,-1.7817094035884538,1.2140228699655373,-0.2686192460906718,-2.8475318694335727,1.6132960078257805,-2.3049575473530015
2187,2187,2188,014D783380,014D,56.7294095,-63.7834093,62.0,28.0,4.0,14.0,10.0,,200.0,1.8,,,440.0,2.8,30.0,2.3,Routine,014D,56.72929,-63.78428,38.0,1.21,0.6,0.5,,64.2,0.3,0.06,0.37,0.17,77.6,10.3,26.7,0.62,31.36,1.91,0.97,0.68,1.95,5.1,3.01,0.1,,40.0,0.34,,0.15,47.4,16.9,0.11,0.6,259.0,1.71,0.031,1.61,35.27,21.8,0.1,7.17,,10.42,,14.3,,0.05,0.03,3.0,0.7,4.84,0.5,20.1,,0.41,,4.7,0.119,0.14,0.13,1.8,37.0,0.1,9.05,0.75,64.8,0.6,62.0,28.0,14.0,10.0,200.0,1.8,440.0,30.0,2.3,38.0,12100.0,64.2,0.3,3700.0,0.17,77.6,10.3,26.7,0.62,31.36,1.91,0.97,0.68,19500.0,5.1,3.01,40.0,0.34,1500.0,47.4,16.9,0.11,6000.0,259.0,1.71,310.0,1.61,35.27,21.8,1000.0,7.17,10.42,14.3,500.0,3.0,0.7,4.84,20.1,0.41,4.7,1190.0,0.14,0.13,1.8,37.0,9.05,0.75,64.8,0.6,POINT (-63.7834093 56.7294095),1.0537684945076053,6.817143066366052,1.5781855454771352,-3.787790469544716,5.632270433413535,-4.355774507150656,1.7677497619703926,-0.2516737699831902,0.7008459001874234,-3.06185346616178,0.8617155302634267,-1.9367144231602418,-2.614276872703489,-2.9694801460307647,7.294352079333057,-0.9545771254885004,-1.481877586457996,1.105061788895156,-3.66262732659071,4.729402721871521,1.2748045634822505,0.24349595671024732,-4.7910925784085014,6.115697082991412,2.9730103964807575,-2.047324294704212,3.1527546322604114,-2.1075834862224085,0.9792150790291804,0.49809230457626297,4.3239376137633565,-0.6139120106072513,-0.24009062889355948,0.07644187204708125,3.630790433203411,-1.4852053765506708,-2.9404926091575128,-1.00690294449024,0.4169021498462497,-3.475415784502564,-1.0362551565027676,4.497890920886794,-4.549930521591613,-4.624038493745335,-1.9960310003166615,1.027100247425444,-0.38105290750694565,-2.8714997376705615,1.5874879381394487,-3.0946432889847713
2188,2188,2189,014D783382,014D,56.7226818,-63.8502316,92.0,24.0,2.0,10.0,6.0,,100.0,1.25,,,320.0,15.8,30.0,2.6,Routine,014D,56.72256,-63.8511,69.0,1.25,,0.4,,75.3,0.5,0.08,0.29,0.53,112.6,6.2,25.3,1.01,32.78,3.29,1.82,1.12,1.57,3.7,5.29,0.1,,34.0,0.64,,0.17,64.0,10.5,0.2,0.32,134.0,2.24,0.017,1.52,51.63,17.5,0.06,4.91,,15.08,,17.4,,0.15,0.02,3.1,0.7,7.62,0.4,15.3,,0.71,,3.3,0.082,0.15,0.22,2.2,32.0,0.6,16.45,1.41,116.6,0.6,92.0,24.0,10.0,6.0,100.0,1.25,320.0,30.0,2.6,69.0,12500.0,75.3,0.5,2900.0,0.53,112.6,6.2,25.3,1.01,32.78,3.29,1.82,1.12,15700.0,3.7,5.29,34.0,0.64,1700.0000000000002,64.0,10.5,0.2,3200.0,134.0,2.24,170.0,1.52,51.63,17.5,600.0,4.91,15.08,17.4,1500.0,3.1,0.7,7.62,15.3,0.71,3.3,820.0,0.15,0.22,2.2,32.0,16.45,1.41,116.6,0.6,POINT (-63.8502316 56.7226818),1.5099755501259842,6.709352968819117,1.5973491803345727,-3.4172781350312205,5.24833506150329,-3.3590092269072445,1.999710761234315,-0.8995816624202292,0.5066734412621996,-2.7141806236181067,0.7656876188444087,-1.5332433896939945,-2.125294453382571,-2.610802269164272,6.937285036865124,-1.4157981348210962,-1.058312708601067,0.8022295701448864,-3.1704180570996945,4.714252575573033,1.4347521288883966,-0.3727556973077973,-4.333568866905376,5.346775134316543,2.1737088454796365,-1.9176550886043264,2.4116674825789866,-2.30542061961309,1.2199719444202828,0.13806992645819333,3.6727987007448712,-1.1328570126648458,-0.010761591891465075,0.1323392517492081,4.589089432619026,-1.5927288429801745,-3.0808058984100075,-0.6933545847727202,0.003721873927114735,-3.066621263418051,-1.5302084859988405,3.9851733857870237,-4.621250939357156,-4.238258687101051,-1.935673594107005,0.7416049483284515,0.07619452274010585,-2.3805412500811984,2.034618319445117,-3.2349565782372656
