,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr
43,013L781050,013L,54.5656781,-62.3604742,52.0,42.0,2.0,10.0,4.0,,130.0,0.8,,2.0,65.0,48.6,60.0,5.0,Routine,013L,54.56558,-62.3613,132.0,0.48,0.8,1.0,,270.9,0.1,0.03,0.8,0.48,27.9,4.1,11.3,0.58,41.18,4.27,2.16,1.27,0.74,1.1,5.89,,0.08,63.0,0.8,,0.03,16.6,2.7,0.27,0.22,98.0,2.27,0.009,0.38,25.63,11.6,0.027,2.76,,5.48,,3.6,21.0,0.95,0.06,4.4,1.2,5.93,0.1,26.5,,0.77,,0.7,0.023,0.06,0.31,5.3,25.0,,24.7,1.88,54.1,4.3
44,013L781051,013L,54.5416668,-62.4050119,74.0,22.0,4.0,20.0,10.0,,380.0,1.3,,,195.0,35,80.0,8.5,Routine,013L,54.54157,-62.40584,89.0,1.14,2.3,0.8,,411.8,0.5,0.04,0.82,0.59,30.1,10.1,22.0,0.6,24.28,5.77,2.91,1.87,1.38,3.4,7.54,,0.09,96.0,1.02,,0.06,17.3,7.0,0.36,0.56,367.0,1.26,0.015,1.03,33.85,23.9,0.058,4.89,,6.74,,7.4,,0.29,0.07,6.9,2.6,7.65,0.4,31.9,,0.98,0.02,0.8,0.081,0.07,0.37,8.7,91.0,,31.88,2.52,80.0,5.0
45,013L781052,013L,54.5158739,-62.3560777,118.0,30.0,3.0,16.0,12.0,0.3,520.0,5.1,,2.0,220.0,39.6,160.0,1.4,Routine,013L,54.51578,-62.3569,526.0,2.73,1.8,0.8,,207.9,0.6,0.06,0.49,0.76,85.8,12.9,26.5,0.62,30.41,4.43,2.06,1.63,6.85,4.4,6.46,,,183.0,0.8,,0.1,40.0,7.7,0.25,0.28,567.0,2.21,0.018,1.29,45.58,18.3,0.199,6.71,,11.26,,8.2,1.0,0.21,0.07,3.3,1.4,7.33,0.3,30.0,,0.8,,1.1,0.038,0.14,0.31,1.2,44.0,,21.74,1.93,121.0,0.9
46,013L781054,013L,54.516219,-62.3703925,138.0,56.0,3.0,24.0,10.0,,550.0,3.4,1.0,5.0,220.0,34.4,100.0,3.3,First Field Duplicate,013L,54.51612,-62.37122,398.0,3.33,1.8,1.1,,252.1,0.9,0.06,0.56,1.06,148.7,11.5,36.5,0.66,63.19,7.56,3.67,2.36,3.83,4.3,10.45,,0.03,115.0,1.32,0.03,0.13,63.1,10.1,0.49,0.3,542.0,4.9,0.024,1.21,67.83,30.5,0.274,5.75,,16.72,2.0,9.2,2.0,0.21,0.07,4.5,1.9,11.94,0.3,29.5,,1.35,,1.4,0.037,0.18,0.52,3.3,48.0,0.1,37.53,3.39,149.0,1.8
47,013L781056,013L,54.5038947,-62.3962797,90.0,38.0,2.0,12.0,8.0,,360.0,1.95,,2.0,115.0,41.6,130.0,3.1,Routine,013L,54.5038,-62.3971,374.0,3.26,0.6,0.4,,281.9,1.2,0.04,0.72,0.72,117.2,8.1,26.7,0.4,44.23,6.86,3.15,2.11,2.25,3.0,9.1,,0.04,146.0,1.24,0.03,0.05,51.1,4.5,0.36,0.17,365.0,2.44,0.013,1.07,58.32,15.9,0.158,3.53,,14.75,,4.2,1.0,0.24,0.04,3.4,1.5,10.39,0.2,31.4,,1.18,0.02,1.2,0.028,0.07,0.45,2.8,48.0,,33.33,2.75,97.4,1.8
48,013L781057,013L,54.5258908,-62.4517663,130.0,50.0,2.0,12.0,11.0,,550.0,2.2,12.0,10.0,125.0,47.6,120.0,28.2,Routine,013L,54.52579,-62.45259,246.0,1.45,21.3,1.2,,431.9,0.4,0.05,1.21,1.07,43.6,10.9,22.3,0.62,54.55,5.54,2.92,1.72,2.09,2.8,7.43,,0.03,138.0,1.02,,0.07,32.4,7.3,0.36,0.28,487.0,12.06,0.019,0.68,39.92,14.3,0.126,4.01,,9.49,5.0,5.7,32.0,0.67,0.4,4.9,6.4,7.68,0.2,175.0,,0.99,,0.6,0.022,0.13,0.35,27.2,208.0,0.3,34.17,2.36,130.9,1.8
49,013L781058,013L,54.5507076,-62.4504439,118.0,20.0,2.0,13.0,8.0,,340.0,2.0,,3.0,125.0,38.2,60.0,2.0,Routine,013L,54.55061,-62.45127,138.0,1.84,0.4,0.3,,96.0,0.3,0.03,0.56,0.49,65.8,8.2,19.0,0.43,21.96,2.71,1.35,0.84,2.17,2.8,4.31,,,61.0,0.5,,0.04,32.0,5.7,0.18,0.23,289.0,3.81,0.018,0.82,30.77,16.4,0.093,2.3,,8.21,,4.0,3.0,0.3,0.03,1.5,0.9,5.11,0.2,27.9,,0.51,0.03,0.2,0.026,0.09,0.18,2.0,60.0,,13.68,1.21,123.6,0.2
50,013L781059,013L,54.6447479,-62.4654443,14.0,20.0,,10.0,,,30.0,0.1,,2.0,40.0,89.6,70.0,0.5,Routine,013L,54.64465,-62.46627,110.0,0.46,,,,46.2,0.1,,0.29,0.13,14.3,1.1,5.2,0.03,22.5,0.75,0.39,0.2,0.07,0.7,0.93,,,92.0,0.14,,,7.0,,0.04,0.04,37.0,1.6,0.004,0.29,6.05,12.6,0.057,0.92,,1.65,,0.2,,0.18,0.02,0.5,0.8,1.17,,23.1,,0.13,,,0.005,,0.04,0.6,4.0,,3.33,0.32,12.8,0.3
51,013L781060,013L,54.7250577,-62.4679985,32.0,8.0,2.0,9.0,2.0,,40.0,0.6,,,145.0,28.2,40.0,1.7,Routine,013L,54.72497,-62.46883,27.0,0.8,2.6,,,344.0,0.1,,0.69,0.2,17.8,4.4,23.1,0.24,8.15,1.17,0.6,0.31,0.49,2.2,1.42,,0.03,49.0,0.22,,0.05,8.2,4.7,0.06,0.28,53.0,0.35,0.029,0.61,9.8,11.5,0.053,2.22,,2.27,,3.6,1.0,0.22,0.03,2.1,1.8,1.84,0.2,56.2,,0.2,,0.5,0.045,0.03,0.08,1.8,40.0,,5.8,0.49,32.5,1.5
52,013L781062,013L,54.826964,-62.4491221,134.0,22.0,7.0,34.0,18.0,,360.0,2.5,1.0,,150.0,24.4,60.0,0.5,Routine,013L,54.82688,-62.44997,62.0,2.79,1.1,0.3,,131.0,0.1,0.06,0.72,0.87,27.3,19.9,26.6,0.27,24.31,1.44,0.72,0.51,2.51,4.9,2.01,,0.05,72.0,0.26,,0.05,13.1,4.9,0.09,0.5,368.0,0.57,0.176,0.61,13.97,43.6,0.09,9.02,,3.58,,3.1,,0.2,0.08,3.1,0.7,2.42,0.4,47.9,,0.25,,0.8,0.032,0.1,0.1,0.4,39.0,,8.05,0.7,134.0,1.5
53,013L781063,013L,54.7791865,-62.4347266,54.0,12.0,,13.0,4.0,,55.0,1.2,,,190.0,22,40.0,1.2,Routine,013L,54.7791,-62.43557,44.0,1.04,,0.4,,105.3,0.2,,0.49,0.17,24.1,4.8,18.1,0.25,12.74,2.07,0.98,0.57,0.88,2.0,2.77,,,43.0,0.4,,0.04,14.8,4.2,0.12,0.28,63.0,0.83,0.04,0.46,17.57,15.5,0.039,1.39,,4.31,,3.6,1.0,0.61,,2.9,0.8,3.19,0.2,22.5,,0.36,,0.4,0.031,0.05,0.14,0.9,20.0,0.5,11.55,0.88,49.9,0.4
54,013L781064,013L,54.7836448,-62.4466678,40.0,20.0,,10.0,2.0,,120.0,1.3,,10.0,65.0,36.8,50.0,3.4,Routine,013L,54.78356,-62.44751,83.0,0.76,,0.5,,61.6,0.1,,0.56,0.22,19.2,3.6,18.3,0.14,22.7,1.91,1.05,0.51,1.22,1.3,2.55,,,59.0,0.39,,0.02,12.4,1.9,0.15,0.16,138.0,10.44,0.028,0.34,14.41,11.7,0.045,1.1,,3.55,,1.6,3.0,1.52,0.02,2.6,1.4,2.81,,20.1,,0.35,,0.3,0.018,0.06,0.16,3.7,22.0,2.0,11.49,0.98,38.7,0.5
55,013L781065,013L,54.8084211,-62.5493855,62.0,10.0,,12.0,6.0,,250.0,1.45,,2.0,70.0,27.2,50.0,0.2,Routine,013L,54.80834,-62.55023,57.0,1.05,,0.3,,66.7,0.1,,0.34,0.25,21.3,7.8,16.5,0.16,10.88,1.58,0.76,0.44,1.26,1.8,1.93,,,60.0,0.26,,0.02,12.0,2.2,0.1,0.14,240.0,1.29,0.028,0.31,13.34,14.0,0.085,1.21,,3.4,,1.6,,0.3,,1.6,0.5,2.34,,21.1,,0.27,,0.2,0.015,0.04,0.11,0.3,22.0,,8.21,0.65,58.8,0.2
56,013L781066,013L,54.8096623,-62.5800536,32.0,16.0,2.0,12.0,3.0,,200.0,0.6,,,50.0,72.6,90.0,0.3,Routine,013L,54.80958,-62.5809,65.0,0.99,0.4,0.6,,51.5,0.1,0.03,0.62,0.26,28.4,5.5,16.1,0.14,19.69,1.35,0.68,0.35,1.44,2.1,1.67,,0.02,109.0,0.26,,0.02,13.6,1.8,0.08,0.17,215.0,0.61,0.019,0.64,12.56,17.5,0.075,4.4,,3.4,,1.4,,0.22,0.07,1.6,0.9,2.26,0.2,36.5,,0.24,,0.3,0.021,0.04,0.09,0.3,23.0,,6.8,0.62,36.0,0.8
57,013L781067,013L,54.799774,-62.5954011,60.0,12.0,,12.0,3.0,,130.0,0.6,,,40.0,29,60.0,0.6,First Field Duplicate,013L,54.79969,-62.59624,47.0,0.78,,,,97.5,0.1,,0.31,0.27,21.5,4.8,15.2,0.17,12.28,1.61,0.85,0.4,0.56,1.1,2.1,,0.03,73.0,0.31,,0.01,11.9,1.8,0.13,0.09,152.0,0.58,0.013,0.23,13.99,17.1,0.034,1.18,,3.33,,1.1,,0.26,,2.1,0.5,2.51,,25.8,,0.3,,0.4,0.011,0.04,0.11,0.2,10.0,,8.61,0.77,61.8,0.8
58,013L781069,013L,54.7714318,-62.5856458,72.0,14.0,2.0,16.0,3.0,,70.0,0.65,,,70.0,49,70.0,0.6,Routine,013L,54.77135,-62.58649,49.0,1.25,0.1,0.5,,81.6,0.2,,0.4,0.36,37.6,5.4,16.6,0.19,13.79,1.9,0.95,0.69,0.69,1.8,2.63,,,65.0,0.36,,0.02,17.8,3.2,0.12,0.16,83.0,0.51,0.023,0.43,20.72,19.1,0.048,2.16,,4.98,,1.8,,0.25,0.03,1.7,0.5,3.63,0.1,31.8,,0.36,,0.4,0.019,0.05,0.13,0.4,17.0,,9.82,0.89,82.6,0.8
59,013L781070,013L,54.7287163,-62.5929816,42.0,12.0,2.0,10.0,2.0,0.2,140.0,0.7,,,,65.8,80.0,0.2,Routine,013L,54.72864,-62.59381,61.0,0.65,,0.4,,91.0,0.1,,0.59,0.38,20.4,4.3,7.2,0.09,11.83,0.98,0.53,0.26,0.61,0.8,1.43,,,91.0,0.19,,,8.6,0.3,0.07,0.06,147.0,0.4,0.017,0.24,9.59,12.2,0.04,1.72,,2.44,,0.6,,0.22,0.02,1.1,0.7,1.65,,34.5,,0.17,,0.1,0.008,,0.07,0.3,6.0,,4.93,0.48,43.4,0.5
60,013L781071,013L,54.6871996,-62.5841887,30.0,46.0,,14.0,4.0,,55.0,0.7,,,70.0,27,60.0,1.1,Routine,013L,54.68711,-62.58502,54.0,0.93,0.1,0.9,,110.3,,,0.48,0.2,32.3,5.6,13.7,0.24,51.05,3.4,1.87,0.99,0.67,1.7,4.49,,0.03,87.0,0.66,,0.03,21.6,3.2,0.2,0.2,62.0,0.63,0.023,0.56,24.89,17.5,0.032,1.6,,6.15,,3.4,5.0,0.37,0.04,3.7,0.7,4.76,,31.2,,0.64,,1.0,0.026,0.13,0.24,0.8,13.0,,18.56,1.43,31.2,1.9
61,013L781073,013L,54.6842244,-62.6118134,20.0,12.0,2.0,6.0,,0.2,20.0,0.1,,2.0,45.0,89.2,50.0,0.2,Routine,013L,54.68414,-62.61264,115.0,0.62,0.2,1.0,,91.4,,0.05,0.17,0.3,8.8,0.8,6.5,0.12,13.33,0.67,0.34,0.2,0.06,1.2,0.79,,,70.0,0.13,,0.02,4.1,0.4,0.04,0.02,17.0,0.65,0.013,0.39,4.6,7.5,0.064,2.6,,1.22,,1.0,1.0,0.26,0.05,0.4,0.9,0.93,0.2,25.6,,0.16,,,0.01,,0.05,0.2,9.0,,3.13,0.3,21.6,0.4
62,013L781074,013L,54.6445974,-62.5085572,18.0,18.0,2.0,10.0,,0.2,30.0,0.2,,2.0,40.0,75.6,90.0,1.0,Routine,013L,54.6445,-62.50938,231.0,1.07,,0.9,,90.3,0.2,0.03,0.29,0.26,27.0,1.3,12.8,0.2,21.28,1.3,0.62,0.39,0.14,2.9,1.69,,,112.0,0.23,,0.01,13.5,1.0,0.08,0.05,25.0,0.76,0.008,0.88,11.83,13.3,0.063,2.48,,3.14,,1.3,,0.23,0.03,0.6,0.8,2.11,0.3,21.9,,0.27,,,0.019,0.02,0.07,0.9,11.0,,5.84,0.54,22.2,0.5
63,013L781075,013L,54.6286656,-62.5199806,30.0,6.0,2.0,8.0,2.0,,50.0,0.4,,,110.0,37.6,30.0,2.2,Routine,013L,54.62857,-62.5208,28.0,0.67,2.5,1.2,,252.7,,0.02,0.67,0.16,16.1,4.3,23.2,0.32,6.14,1.75,0.94,0.52,0.35,1.3,2.11,,0.03,48.0,0.35,,0.06,8.7,3.5,0.12,0.2,41.0,0.78,0.016,0.26,12.28,9.3,0.053,2.26,,3.0,3.0,4.6,2.0,0.29,0.04,1.8,1.0,2.52,0.1,26.6,,0.29,,0.4,0.017,0.04,0.13,2.3,44.0,,9.72,0.86,32.8,0.9
64,013L781076,013L,54.6381663,-62.5563713,96.0,46.0,2.0,27.0,12.0,,120.0,1.4,,,295.0,26.6,30.0,2.5,Routine,013L,54.63807,-62.55719,88.0,1.9,0.3,0.7,,68.6,0.8,0.04,0.3,0.47,96.9,10.8,27.1,0.37,46.09,4.48,2.15,1.19,1.24,3.7,6.22,,,48.0,0.82,,0.09,45.1,6.7,0.25,0.32,103.0,1.49,0.022,1.56,44.58,30.2,0.099,3.88,,11.69,,6.5,2.0,0.3,0.05,3.0,0.6,7.62,0.3,20.1,,0.82,,1.1,0.054,0.12,0.3,2.2,48.0,,22.47,1.97,96.0,1.4
65,013L781077,013L,54.6316537,-62.5798653,24.0,24.0,2.0,18.0,2.0,,40.0,0.3,,2.0,70.0,55.4,60.0,1.0,Routine,013L,54.63156,-62.58069,180.0,1.23,0.4,0.4,,107.8,0.2,0.04,0.2,0.36,41.9,2.2,13.8,0.34,26.67,2.37,1.07,0.62,0.32,3.3,2.61,,,115.0,0.38,,0.03,19.0,2.9,0.11,0.12,33.0,0.62,0.011,0.97,20.22,22.7,0.055,3.36,,5.22,,2.5,,0.22,0.04,1.4,0.9,3.68,0.3,22.1,,0.39,,0.1,0.032,0.03,0.12,1.0,13.0,,8.94,0.81,25.3,1.0
66,013L781078,013L,54.5686511,-62.4926616,66.0,12.0,,11.0,6.0,,70.0,0.6,,2.0,85.0,37,40.0,3.5,Routine,013L,54.56855,-62.49348,66.0,0.87,0.5,0.3,,109.4,0.1,0.02,0.52,0.34,39.8,5.8,11.6,0.4,11.96,1.63,0.75,0.62,0.52,1.7,2.48,,,61.0,0.29,,0.04,18.2,6.3,0.08,0.2,70.0,1.52,0.016,0.52,19.75,13.7,0.038,2.08,,5.06,,2.8,,0.39,0.03,1.1,0.9,3.44,0.1,37.1,,0.35,,0.2,0.026,0.05,0.1,3.9,26.0,0.2,7.75,0.64,68.3,0.3
67,013L781079,013L,54.573159,-62.5342022,26.0,20.0,2.0,11.0,2.0,,40.0,0.25,,2.0,50.0,55.4,60.0,1.1,Routine,013L,54.57306,-62.53502,163.0,0.98,0.2,1.0,,126.4,,0.02,0.2,0.27,33.1,2.7,11.6,0.25,25.18,2.17,0.94,0.67,0.29,2.4,2.86,,,72.0,0.36,,0.03,15.6,3.4,0.1,0.13,42.0,0.68,0.015,0.83,18.5,15.8,0.045,2.64,,4.72,2.0,2.6,,0.21,0.06,1.2,0.9,3.41,0.2,27.0,,0.38,,0.2,0.026,0.03,0.12,1.1,13.0,,8.47,0.78,31.1,0.9
68,013L781080,013L,54.5728624,-62.588935,54.0,10.0,2.0,12.0,5.0,,80.0,0.7,,,90.0,51,40.0,0.8,Routine,013L,54.57276,-62.58975,40.0,0.72,0.3,0.5,,113.4,0.2,0.03,0.49,0.31,28.0,4.7,10.6,0.42,10.47,1.14,0.5,0.39,0.73,1.6,1.73,,,55.0,0.19,,0.03,12.4,3.7,0.06,0.18,88.0,0.72,0.022,0.52,13.63,14.8,0.041,4.07,,3.38,,2.8,,0.24,0.03,1.3,0.4,2.36,0.2,30.3,,0.23,,0.4,0.023,0.05,0.07,0.7,14.0,,5.03,0.45,62.1,0.6
69,013L781082,013L,54.5445028,-62.5742258,68.0,14.0,,13.0,8.0,0.2,140.0,1.1,,2.0,100.0,45.8,70.0,0.9,Routine,013L,54.5444,-62.57504,79.0,1.29,0.2,0.4,,87.0,0.2,0.03,0.48,0.32,46.1,8.3,11.7,0.39,13.57,1.91,0.87,0.67,1.04,1.9,2.8,,,62.0,0.34,,0.03,20.9,4.9,0.11,0.18,125.0,1.12,0.018,0.57,22.02,15.3,0.055,2.04,,5.75,,2.5,,0.4,0.03,1.1,0.6,3.63,0.2,34.8,,0.35,,0.2,0.023,0.07,0.13,0.9,23.0,,9.18,0.77,68.6,0.3
70,013L781083,013L,54.5487902,-62.5237818,70.0,14.0,,12.0,6.0,0.2,60.0,0.45,,2.0,70.0,52.4,60.0,1.3,Routine,013L,54.54869,-62.5246,85.0,0.75,0.2,0.4,,108.9,0.1,0.02,0.51,0.42,35.9,6.3,10.2,0.34,16.02,1.66,0.82,0.62,0.45,1.5,2.74,,,78.0,0.31,,0.02,16.6,3.3,0.1,0.12,71.0,0.97,0.01,0.57,19.68,17.1,0.039,1.94,,4.77,,2.1,,0.26,0.04,1.2,0.8,3.41,0.2,39.8,,0.36,,0.3,0.021,0.06,0.12,1.4,9.0,,8.24,0.72,86.5,0.6
71,013L781084,013L,54.5331544,-62.5358481,48.0,16.0,,9.0,7.0,,90.0,0.8,,2.0,55.0,35.6,50.0,4.9,Routine,013L,54.53305,-62.53667,68.0,0.85,0.3,0.7,,76.1,0.1,,0.4,0.24,38.2,6.7,11.9,0.18,16.95,2.2,1.17,0.78,0.74,1.1,3.25,,,53.0,0.43,,0.02,22.9,2.5,0.16,0.13,103.0,1.85,0.01,0.38,23.4,11.2,0.032,1.23,,6.01,,1.5,2.0,0.38,0.04,1.6,1.8,4.09,,19.0,,0.41,,0.3,0.016,0.06,0.15,5.5,59.0,,11.8,1.02,52.1,0.4
72,013L781086,013L,54.5284146,-62.5790447,54.0,22.0,2.0,12.0,7.0,,150.0,0.8,,2.0,75.0,41.6,50.0,0.9,Routine,013L,54.52831,-62.57986,96.0,0.95,,0.9,,64.9,0.2,,0.49,0.26,36.5,7.4,15.7,0.36,21.33,2.02,1.1,0.66,0.84,1.7,2.64,,,60.0,0.37,,0.02,16.6,4.0,0.18,0.23,151.0,1.25,0.017,0.53,18.75,15.6,0.046,1.71,,4.63,,2.0,,0.28,0.05,2.1,2.1,3.23,0.1,23.2,,0.37,,0.3,0.028,0.05,0.16,0.9,36.0,,10.4,1.08,61.8,0.7
73,013L781087,013L,54.523195,-62.6218513,48.0,12.0,,7.0,8.0,,95.0,0.7,,2.0,65.0,43.6,50.0,0.6,Routine,013L,54.5231,-62.62266,78.0,0.83,,,,68.7,,0.02,0.43,0.33,27.9,7.3,11.3,0.39,12.28,1.21,0.58,0.44,0.68,1.7,1.52,,,57.0,0.22,,0.03,12.3,3.7,0.07,0.15,104.0,1.23,0.016,0.47,13.46,12.2,0.053,2.03,,3.34,,2.2,,0.31,0.03,0.9,1.0,2.17,0.1,26.0,,0.21,,0.2,0.021,0.04,0.09,0.8,24.0,,5.57,0.52,62.1,0.3
74,013L781088,013L,54.5385082,-62.6430087,40.0,14.0,,8.0,6.0,,50.0,0.4,,,65.0,37.2,60.0,1.8,Routine,013L,54.53841,-62.64382,75.0,0.89,0.3,1.2,,108.4,0.3,0.03,0.53,0.25,38.1,5.7,11.4,0.45,13.35,1.64,0.74,0.64,0.43,1.8,2.53,,,53.0,0.29,,0.04,18.2,5.0,0.09,0.17,58.0,1.33,0.02,0.47,19.6,13.3,0.04,1.89,,4.99,,3.8,,0.36,0.02,1.3,1.0,3.3,0.1,40.8,,0.32,,0.2,0.021,0.06,0.1,2.0,21.0,,7.91,0.66,49.2,0.5
75,013L781089,013L,54.5196176,-62.7120652,52.0,16.0,2.0,12.0,9.0,,130.0,1.2,,2.0,260.0,11.6,30.0,3.4,Routine,013L,54.51954,-62.71287,32.0,0.96,0.2,0.3,,125.2,0.4,0.03,0.43,0.18,41.6,8.2,17.9,0.47,16.07,1.97,0.94,0.58,1.17,3.1,2.74,,0.02,24.0,0.34,,0.11,18.8,8.4,0.12,0.34,142.0,1.68,0.035,0.96,20.08,16.1,0.063,3.27,,5.26,,7.8,3.0,0.29,0.04,2.6,0.3,3.49,0.3,21.2,,0.35,,1.8,0.055,0.08,0.13,2.9,40.0,,8.91,0.74,58.0,1.4
76,013L781090,013L,54.5584389,-62.6943297,24.0,14.0,,8.0,2.0,,40.0,0.25,,,50.0,68,70.0,0.7,Routine,013L,54.55835,-62.69514,88.0,0.5,0.1,1.0,,89.9,,0.02,0.36,0.3,14.1,1.6,6.1,0.27,14.85,0.68,0.35,0.21,0.24,1.2,0.95,,,73.0,0.12,,0.02,7.1,1.0,0.04,0.06,45.0,1.11,0.008,0.36,6.8,10.7,0.034,1.97,,1.83,,1.5,,0.25,0.03,0.8,0.8,1.26,0.1,28.0,,0.13,,0.1,0.014,0.02,0.04,0.8,6.0,,3.15,0.34,33.7,0.5
77,013L781091,013L,54.5700272,-62.7249161,86.0,8.0,,9.0,11.0,,360.0,1.3,,2.0,210.0,17,40.0,2.8,Routine,013L,54.56995,-62.72572,31.0,1.19,0.6,,,136.5,0.2,0.03,0.43,0.32,33.6,11.4,15.6,0.43,7.81,1.28,0.59,0.41,1.33,3.2,2.04,,,42.0,0.22,,0.05,14.2,10.9,0.07,0.29,405.0,0.84,0.045,0.79,15.05,13.2,0.068,3.12,,3.83,,3.8,,0.13,,1.5,0.6,2.53,0.3,26.0,,0.24,,0.5,0.048,0.08,0.08,2.8,52.0,,6.29,0.52,98.9,0.5
78,013L781092,013L,54.5121279,-62.7600343,160.0,50.0,2.0,24.0,14.0,,300.0,1.4,,7.0,200.0,33.8,40.0,5.9,Routine,013L,54.51206,-62.76083,78.0,1.5,0.5,0.9,,192.6,0.4,0.04,0.44,0.6,108.3,13.1,22.8,0.55,45.28,5.09,2.35,1.53,1.42,3.0,7.32,,,42.0,0.88,0.02,0.09,55.8,7.4,0.32,0.26,297.0,6.26,0.028,0.98,54.25,30.8,0.06,3.77,,14.4,2.0,7.1,7.0,0.41,0.06,3.2,0.7,9.03,0.3,32.2,,0.89,,0.8,0.037,0.24,0.35,6.2,40.0,0.1,25.2,2.19,166.1,1.0
79,013L781093,013L,54.5201452,-62.8028853,106.0,50.0,2.0,22.0,14.0,0.2,390.0,2.0,5.0,8.0,300.0,22.2,60.0,11.1,Routine,013L,54.52008,-62.80368,189.0,2.3,7.4,2.1,,244.3,0.4,0.05,0.68,0.61,80.8,14.8,27.9,0.57,50.3,3.61,1.78,1.12,2.08,4.0,5.16,,,80.0,0.69,0.02,0.14,38.4,11.0,0.26,0.42,377.0,7.13,0.06,1.12,39.46,32.2,0.252,3.98,,10.3,3.0,9.0,26.0,0.36,0.07,3.3,2.4,6.48,0.3,44.9,,0.68,,1.0,0.047,0.22,0.26,12.3,82.0,0.5,19.71,1.76,122.5,0.9
80,013L781094,013L,54.5317257,-62.8062893,32.0,12.0,,8.0,4.0,,55.0,0.4,,2.0,65.0,39.4,50.0,1.8,First Field Duplicate,013L,54.53166,-62.80709,68.0,0.6,0.7,1.2,,77.6,0.2,,0.49,0.15,27.8,3.9,11.6,0.29,12.44,1.16,0.55,0.4,0.37,1.4,1.85,,,52.0,0.19,,0.03,14.6,3.9,0.07,0.13,52.0,1.95,0.016,0.37,13.76,12.7,0.046,2.63,,3.61,,2.2,4.0,0.47,0.03,0.9,0.9,2.2,,25.7,,0.21,,0.1,0.017,0.03,0.07,2.0,19.0,,5.78,0.46,43.8,0.3
81,013L781096,013L,54.5439046,-62.7400738,90.0,8.0,,10.0,10.0,,520.0,1.55,,,160.0,19,40.0,3.2,Routine,013L,54.54383,-62.74087,40.0,1.29,0.6,0.7,,154.9,0.2,0.02,0.45,0.36,37.9,10.8,16.7,0.51,7.64,1.51,0.73,0.52,1.46,3.3,2.53,,,59.0,0.26,,0.05,16.0,12.5,0.09,0.31,568.0,0.93,0.036,0.76,17.22,13.6,0.074,3.07,,4.41,,3.9,,0.14,0.03,1.7,0.7,2.89,0.3,26.5,,0.28,,0.4,0.048,0.08,0.1,3.2,56.0,,6.99,0.62,110.5,0.4
82,013L781097,013L,54.5614974,-62.7767022,76.0,24.0,,17.0,6.0,,65.0,0.7,,,100.0,26.2,50.0,1.3,Routine,013L,54.56143,-62.77751,126.0,1.23,0.2,0.8,,58.5,0.3,0.02,0.27,0.42,71.1,6.0,15.6,0.27,28.51,3.41,1.69,0.96,0.59,2.5,4.81,,,49.0,0.63,,0.05,32.8,6.0,0.18,0.2,62.0,0.93,0.021,0.81,35.19,22.6,0.066,2.67,,9.14,,4.4,,0.21,0.06,1.9,0.7,6.18,0.2,31.1,,0.6,,0.4,0.033,0.05,0.22,1.4,17.0,,15.42,1.38,90.6,0.8
83,013L781098,013L,54.5770027,-62.7835921,22.0,10.0,,6.0,2.0,,25.0,0.3,,,60.0,26,60.0,0.4,Routine,013L,54.57693,-62.7844,175.0,0.71,,0.7,,57.0,0.2,,0.13,0.28,23.2,2.1,7.9,0.31,12.05,1.08,0.54,0.32,0.33,2.6,1.42,,,71.0,0.2,,0.02,10.0,2.3,0.05,0.1,30.0,0.49,0.007,0.43,10.85,9.0,0.053,1.5,,2.85,,2.4,1.0,0.09,,0.7,0.4,1.91,0.2,10.7,,0.19,,,0.021,0.03,0.07,0.4,10.0,,4.81,0.45,27.7,0.2
84,013L781099,013L,54.6076448,-62.7248273,48.0,16.0,,14.0,8.0,,160.0,0.95,,,65.0,42,40.0,0.6,Routine,013L,54.60757,-62.72564,41.0,0.92,,0.5,,137.8,,,0.48,0.22,40.1,8.0,12.8,0.35,18.26,2.65,1.35,0.7,0.95,1.7,3.51,,0.03,52.0,0.48,,0.02,17.9,2.6,0.17,0.19,193.0,0.72,0.033,0.51,21.49,20.0,0.048,1.59,,5.36,,2.6,,0.17,0.02,2.0,0.3,3.76,0.2,29.4,,0.44,,0.3,0.033,0.04,0.19,0.5,19.0,,12.55,1.1,57.2,1.1
